Company,TypeName,Disp_size,IPS_Panel,Touch_Screen,Processor,RAM_GB,SSD_Disk,HDD_Disk,HybridFlash_Disk,GPU_company,Op_Sys,Weight_kg,Price_INR,PPI,SSD_storage,HDD_storage,Other_storage
HP,Workstation,17.3,1,0,Intel ,16,1,0,0,Nvidia,Windows,3,233846,1086,256,0,0
Lenovo,Netbook,11.6,0,1,Intel ,4,1,0,0,Intel,Windows,1.4,25308,777,128,0,0
HP,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,1.84,101232,1087,256,0,0
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Nvidia,No OS,2.45,30849,773,0,0,0
Lenovo,Ultrabook,14,0,0,Intel ,4,1,0,0,Intel,Windows,1.7,58395,1089,180,0,0
Asus,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,2.37,45283,773,256,0,0
Lenovo,2 in 1 Convertible,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.3,63883,1816,256,0,0
HP,Notebook,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,2.2,58555,1087,128,1024,0
HP,Workstation,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2.59,83170,1087,256,0,0
Dell,Gaming,15.6,1,0,Intel ,16,1,1,0,Nvidia,Windows,4.42,152860,2174,256,1024,0
Acer,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,2.1,31915,773,256,0,0
Lenovo,Gaming,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,2.5,55837,1087,128,1024,0
Dell,Ultrabook,12.5,0,0,Intel ,16,1,0,0,Intel,Windows,1.18,99048,1091,256,0,0
Google,Ultrabook,12.3,0,1,Intel ,8,1,0,0,Intel,Chrome,1.1,83064,1612,256,0,0
Asus,Ultrabook,13.3,1,0,Intel ,8,1,0,0,Intel,Windows,1.2,60153,1816,256,0,0
Dell,Notebook,13.3,0,0,Intel ,4,0,1,0,Intel,Windows,1.65,45235,775,0,500,0
Acer,Notebook,13.3,0,0,Intel ,4,1,0,0,Intel,Windows,1.6,34898,775,128,0,0
Asus,Notebook,17.3,0,0,Intel ,4,0,1,0,Nvidia,Windows,2.8,25060,772,0,0,0
Dell,Gaming,15.6,1,1,Intel ,16,1,1,0,Nvidia,Windows,2.72,58555,2174,128,1024,0
Samsung,Ultrabook,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.31,85195,1090,256,0,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Linux,2.1,15877,773,0,0,0
Dell,Notebook,15.6,0,0,Intel ,16,1,0,0,AMD,Windows,2.3,62938,1087,256,0,0
Samsung,2 in 1 Convertible,15,0,1,Intel ,16,1,0,0,AMD,Windows,1.71,95851,1088,256,0,0
Toshiba,Notebook,14,1,0,Intel ,4,1,0,0,Intel,Windows,1.75,54346,774,128,0,0
Dell,Gaming,15.6,0,0,Intel ,8,0,1,0,Nvidia,Windows,2.62,58555,1087,0,0,0
HP,Ultrabook,12.5,0,0,Intel ,4,1,0,0,Intel,Windows,1.26,66280,776,256,0,0
Asus,2 in 1 Convertible,15.6,0,1,Intel ,12,0,1,0,Nvidia,Windows,2.3,44702,1087,0,0,0
Lenovo,Notebook,15.6,0,0,Intel ,16,1,0,0,Nvidia,Windows,2.5,126274,2174,512,0,0
Acer,Notebook,14,1,0,Intel ,4,1,0,0,Intel,Windows,1.8,33886,1089,128,0,0
Razer,Gaming,14,0,0,Intel ,16,1,0,0,Nvidia,Windows,1.95,154459,1089,512,0,0
Asus,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2,31004,1087,128,0,0
Dell,Gaming,17.3,1,0,Intel ,32,1,1,0,Nvidia,Windows,4.42,191211,1086,1024,1024,0
Asus,Gaming,17.3,1,0,Intel ,16,1,1,0,Nvidia,Windows,4.3,125208,1086,256,1024,0
Toshiba,Ultrabook,14,1,0,Intel ,16,1,0,0,Nvidia,Windows,1.47,93986,1089,512,0,0
Lenovo,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,No OS,2.2,17529,773,0,0,0
Lenovo,Ultrabook,14,0,0,Intel ,16,1,0,0,Intel,Windows,1.7,122491,1089,512,0,0
MSI,Gaming,14,1,0,Intel ,16,1,1,0,Nvidia,Windows,1.6,100752,1089,256,1024,0
MSI,Gaming,15.6,0,0,Intel ,8,1,1,0,Nvidia,Windows,2.2,58022,1087,128,1024,0
Lenovo,Gaming,15.6,1,0,Intel ,4,0,1,0,Nvidia,Windows,2.4,53227,1087,0,0,0
Acer,Gaming,17.3,1,0,Intel ,16,1,1,0,Nvidia,Windows,4.2,122491,1086,256,1024,0
Dell,Gaming,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2.62,52481,1087,256,0,0
Asus,Gaming,15.6,0,0,Intel ,8,1,1,0,Nvidia,Windows,2.24,71342,1087,128,1024,0
Vero,Notebook,14,0,0,Intel ,4,0,0,1,Intel,Windows,1.22,10811,1089,0,0,32
Lenovo,2 in 1 Convertible,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.37,104962,1090,512,0,0
Lenovo,2 in 1 Convertible,15.6,0,1,Intel ,8,1,0,0,AMD,Windows,2.08,51096,1087,256,0,0
Apple,Ultrabook,12,1,0,Intel ,8,0,0,1,Intel,Mac,0.92,62071,1453,0,0,512
Lenovo,2 in 1 Convertible,14,1,1,Intel ,8,1,0,0,Intel,Windows,1.42,124142,1452,256,0,0
Asus,Notebook,14,0,0,Intel ,4,0,0,1,Intel,Windows,1.63,15931,774,0,0,32
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,1.95,43157,773,128,0,0
Lenovo,2 in 1 Convertible,13.9,1,1,Intel ,8,1,0,0,Intel,Windows,1.38,71875,1089,256,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,AMD,Windows,2,39374,1087,256,0,0
HP,Workstation,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,3.14,110018,1087,256,0,0
Asus,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2.37,58555,1087,256,0,0
Dell,Ultrabook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,1.29,79867,1090,256,0,0
Dell,Notebook,15.6,0,1,Intel ,8,1,0,0,Nvidia,Windows,2.06,93187,2174,256,0,0
Dell,Netbook,11.6,0,0,Intel ,4,1,0,0,Intel,Windows,1.63,39640,777,128,0,0
HP,Netbook,12.5,0,0,Intel ,8,1,0,0,Intel,Windows,1.26,74006,776,256,0,0
Toshiba,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.1,41558,773,0,500,0
HP,Notebook,15.6,0,0,AMD ,8,0,1,0,AMD,Windows,2.04,33513,773,0,0,0
Dell,Gaming,15.6,0,0,Intel ,16,1,0,0,Nvidia,Windows,2.62,89457,2174,512,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Nvidia,Windows,2.4,32448,1087,0,0,0
HP,Gaming,17.3,1,0,Intel ,12,0,1,0,AMD,Windows,3.74,93187,1086,0,0,0
MSI,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.9,128671,1086,512,1024,0
Samsung,Ultrabook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,0.81,79867,1090,256,0,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,Nvidia,Windows,1.98,51202,1087,0,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,AMD,Windows,2.18,42081,1087,256,0,0
Lenovo,Ultrabook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.32,99048,1089,256,0,0
Razer,Ultrabook,12.5,1,1,Intel ,16,1,0,0,Intel,Windows,1.29,95851,2182,512,0,0
HP,Netbook,11.6,0,0,Intel ,4,0,0,1,Intel,Chrome,1.23,20513,777,0,0,16
Dell,Gaming,17.3,1,0,Intel ,16,1,1,0,Nvidia,Windows,4.36,133467,1086,128,1024,0
Dell,Notebook,14,0,0,Intel ,4,0,1,0,Intel,Windows,1.76,40226,774,0,500,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.1,26102,773,0,500,0
Toshiba,Ultrabook,14,0,0,Intel ,4,1,0,0,Intel,Windows,1.25,58075,774,128,0,0
Lenovo,Ultrabook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.13,133147,1089,512,0,0
MSI,Gaming,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2.4,63883,1087,256,0,0
Lenovo,Ultrabook,14,1,0,Intel ,8,0,0,1,Intel,Windows,1.13,99900,1089,0,0,256
Toshiba,Notebook,14,0,0,Intel ,4,1,0,0,Intel,Windows,1.75,26587,774,128,0,0
Asus,2 in 1 Convertible,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.1,72354,1090,256,0,0
Dell,Notebook,14,0,0,Intel ,4,0,1,0,Intel,Windows,1.76,31169,774,0,500,0
Acer,Netbook,11.6,1,0,Intel ,4,0,0,1,Intel,Chrome,1.35,18914,777,0,0,32
Acer,Notebook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.5,32980,1089,128,0,0
Razer,Gaming,17.3,0,1,Intel ,32,1,0,0,Nvidia,Windows,3.49,292987,2171,512,0,0
Lenovo,Ultrabook,14,1,0,Intel ,16,1,0,0,Intel,Windows,1.1,111835,1452,512,0,0
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Nvidia,Linux,2.1,27652,1087,0,0,0
Lenovo,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.7,63190,1089,256,0,0
Lenovo,Notebook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.32,87912,1089,256,0,0
Dell,Gaming,15.6,0,0,Intel ,16,1,1,0,Nvidia,Windows,3.21,147832,1087,256,1024,0
Asus,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.9,128884,1086,256,1024,0
Toshiba,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2,35644,773,0,500,0
Lenovo,Notebook,14,0,0,Intel ,4,0,0,1,Intel,Chrome,1.5,17316,774,0,0,16
Asus,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Windows,2.3,31435,1087,0,128,0
Asus,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.73,95851,1086,512,1024,0
Dell,Gaming,17.3,1,0,Intel ,32,1,1,0,Nvidia,Windows,4.42,163724,1086,512,1024,0
HP,Notebook,17.3,0,0,Intel ,8,0,1,0,Nvidia,Windows,2.63,48485,905,0,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2.18,38041,773,128,0,0
HP,Ultrabook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.54,99634,1089,512,0,0
Dell,Notebook,15.6,0,0,Intel ,4,1,0,0,AMD,Windows,2.18,39374,1087,256,0,0
HP,2 in 1 Convertible,11.6,0,1,Intel ,4,0,0,1,Intel,Chrome,1.4,32767,777,0,0,32
Asus,Ultrabook,13.3,1,0,Intel ,8,1,0,0,Nvidia,Windows,1.45,54665,1090,512,0,0
HP,2 in 1 Convertible,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.28,121319,1090,256,0,0
HP,Ultrabook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.54,78215,1089,512,0,0
HP,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,No OS,1.86,15931,773,128,0,0
Asus,Gaming,15.6,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.1,101179,1087,128,1024,0
Dell,Notebook,17.3,0,0,Intel ,8,0,1,0,AMD,Linux,2.83,46087,1086,0,0,0
Lenovo,Ultrabook,14,1,0,Intel ,8,1,0,0,Nvidia,Windows,1.96,101392,1089,256,0,0
Asus,Notebook,15.6,1,0,Intel ,8,1,0,0,Nvidia,Windows,2.3,41931,1087,256,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,1.9,50350,1087,128,0,0
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2,23923,773,0,0,0
HP,2 in 1 Convertible,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.28,136344,1090,256,0,0
Dell,Notebook,13.3,0,1,Intel ,8,0,1,0,Intel,Windows,1.62,34579,1090,0,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,No OS,2.2,24988,1087,0,0,0
Lenovo,Notebook,15.6,1,0,Intel ,8,0,1,0,Intel,Windows,2.3,45323,1087,0,0,0
HP,Notebook,15.6,0,0,Intel ,8,1,0,0,AMD,Windows,1.84,71875,1087,256,0,0
Toshiba,Notebook,13.3,0,0,Intel ,4,1,0,0,Intel,Windows,1.05,68465,1090,128,0,0
Lenovo,Gaming,15.6,1,0,Intel ,8,0,1,0,Nvidia,No OS,2.5,54186,1087,0,0,0
Dell,Ultrabook,13.3,0,1,Intel ,16,1,0,0,Intel,Windows,1.29,119347,1816,512,0,0
HP,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.07,48485,1087,0,500,0
Toshiba,Ultrabook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,1.2,58342,775,256,0,0
Lenovo,2 in 1 Convertible,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.37,103896,1090,256,0,0
Acer,Notebook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.56,48059,1089,256,0,0
Dell,Workstation,15.6,0,0,Intel ,8,0,1,0,Nvidia,Windows,2.23,94732,1087,0,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.38,56210,773,0,500,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,No OS,2.2,25521,1087,0,0,0
Toshiba,Notebook,15.6,1,0,Intel ,8,1,0,0,Intel,Windows,2,73953,1087,256,0,0
Lenovo,Notebook,13.3,1,0,Intel ,4,1,0,0,Intel,Windows,1.44,39161,1090,180,0,0
Samsung,Ultrabook,15,0,0,Intel ,16,1,0,0,Nvidia,Windows,1.23,98515,1088,256,0,0
Dell,Ultrabook,12.5,0,0,Intel ,8,1,0,0,Intel,Windows,1.6,90043,1091,256,0,0
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Linux,2,21258,773,0,0,0
Xiaomi,Ultrabook,13.3,1,0,Intel ,8,1,0,0,Nvidia,Windows,1.28,49817,1090,256,0,0
Dell,Notebook,15.6,0,0,Intel ,4,1,1,0,Nvidia,Windows,2.18,48618,1087,128,1024,0
HP,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,2.04,44702,1087,256,0,0
HP,2 in 1 Convertible,13.3,0,1,Intel ,4,1,0,0,Intel,Windows,1.28,90576,1090,256,0,0
HP,2 in 1 Convertible,15.6,0,1,Intel ,4,0,1,0,Intel,Windows,2.3,36486,773,0,500,0
Asus,Notebook,14.1,0,0,Intel ,4,0,0,1,Intel,Windows,1.65,18541,774,0,0,32
Lenovo,Notebook,15.6,1,0,Intel ,8,0,1,0,Nvidia,Windows,2.2,35644,1087,0,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.2,19660,773,0,500,0
HP,2 in 1 Convertible,13.3,0,1,Intel ,4,1,0,0,Intel,Windows,1.28,95851,1090,256,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,Linux,2.18,24280,773,0,0,0
Asus,Gaming,17.3,0,0,Intel ,12,1,1,0,Nvidia,Windows,2.2,72988,1086,128,1024,0
Acer,Netbook,11.6,1,0,Intel ,4,0,0,1,Intel,Chrome,1.25,15824,777,0,0,32
Lenovo,Notebook,17.3,0,0,AMD ,4,0,1,0,AMD,Windows,2.8,20193,905,0,500,0
HP,Notebook,14,0,0,Intel ,4,1,0,0,Intel,Windows,1.95,67399,1089,128,0,0
HP,2 in 1 Convertible,13.3,0,1,Intel ,16,1,0,0,Intel,Windows,1.42,74539,1816,256,0,0
Samsung,Ultrabook,15,0,0,Intel ,8,1,0,0,Intel,Windows,1.17,90523,1088,256,0,0
Lenovo,Ultrabook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.32,95851,1089,256,0,0
MSI,Gaming,17.3,1,0,Intel ,16,1,1,0,Nvidia,Windows,2.43,141139,2171,512,2048,0
Toshiba,Notebook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,1.05,78588,1090,256,0,0
Dell,Gaming,15.6,0,0,Intel ,8,0,1,0,Nvidia,Linux,2.62,49497,1087,0,0,0
HP,Notebook,15.6,0,0,Intel ,8,0,1,0,Nvidia,Windows,2.04,47952,1087,0,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,Windows,2.18,32714,773,0,0,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Windows,1.9,49817,1087,0,500,0
Dell,2 in 1 Convertible,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.24,107258,1816,512,0,0
Asus,Gaming,17.3,1,0,Intel ,32,1,0,0,Nvidia,Windows,3.58,68145,1086,512,0,0
Dell,2 in 1 Convertible,13.3,0,1,Intel ,16,1,0,0,Intel,Windows,1.22,87859,1090,256,0,0
Lenovo,Ultrabook,14,1,0,Intel ,8,0,0,1,Intel,Windows,1.13,109171,1089,0,0,256
Lenovo,Notebook,15.6,1,0,Intel ,8,1,0,0,Intel,Windows,1.95,104588,1087,512,0,0
LG,Ultrabook,15.6,1,1,Intel ,16,1,0,0,Intel,Windows,1.08,111835,1087,512,0,0
HP,Netbook,12.5,0,0,Intel ,8,1,0,0,Intel,Windows,1.26,79014,1091,512,0,0
Acer,Notebook,15.6,1,0,Intel ,4,0,0,1,Intel,Chrome,2.2,19128,1087,0,0,16
Lenovo,Notebook,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,2.6,42038,1087,128,1024,0
LG,Ultrabook,14,1,1,Intel ,8,1,0,0,Intel,Windows,0.98,101179,1089,512,0,0
Dell,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.6,64202,1089,256,0,0
HP,Ultrabook,12.5,0,1,Intel ,8,1,0,0,Intel,Windows,1.09,165168,2182,240,0,0
Lenovo,Notebook,15.6,0,0,Intel ,6,1,0,0,Nvidia,Windows,2.2,42038,1087,256,0,0
HP,Notebook,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2.04,54292,1087,256,0,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.4,26587,1087,0,0,0
Lenovo,Notebook,13.3,0,0,Intel ,4,1,0,0,Intel,Windows,1.44,46940,1090,128,0,0
HP,Notebook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,1.49,51149,1090,256,0,0
MSI,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.7,85195,1086,256,1024,0
Dell,Gaming,15.6,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.6,71875,1087,128,1024,0
MSI,Gaming,15.6,0,0,Intel ,8,1,1,0,Nvidia,Windows,2.2,59669,1087,128,1024,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,Windows,2.18,36496,773,0,0,0
HP,Ultrabook,15.6,0,0,Intel ,8,1,0,0,AMD,Windows,1.84,69104,1087,256,0,0
HP,Ultrabook,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.39,61219,1816,256,0,0
Toshiba,Notebook,15.6,1,0,Intel ,16,1,0,0,Nvidia,Windows,2.4,105228,1087,256,0,0
Lenovo,2 in 1 Convertible,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.37,97236,1090,512,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,1.95,38889,773,0,500,0
Lenovo,Ultrabook,12.5,1,0,Intel ,8,1,0,0,Intel,Windows,1.36,87912,1091,256,0,0
HP,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2.31,62071,1087,256,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.18,37725,773,0,0,0
HP,Notebook,14,0,0,Intel ,4,0,1,0,Intel,Windows,1.95,61219,774,0,500,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.2,16464,773,0,0,0
HP,Ultrabook,12.5,0,0,Intel ,4,0,1,0,Intel,Windows,1.26,84129,1091,0,500,0
HP,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,No OS,1.86,15393,773,0,0,0
Lenovo,2 in 1 Convertible,13.3,1,1,Intel ,16,1,0,0,Intel,Windows,1.3,95851,1816,0,0,0
Toshiba,Notebook,14,1,0,Intel ,4,1,0,0,Intel,Windows,1.47,58874,1089,128,0,0
HP,Netbook,12.5,0,0,Intel ,8,1,0,0,Intel,Windows,1.26,88924,1091,256,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.18,29762,773,0,0,0
MSI,Gaming,15.6,0,0,Intel ,8,1,1,0,Nvidia,Windows,2.2,63883,1087,128,1024,0
Dell,Ultrabook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.36,87326,1089,256,0,0
Dell,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,4.36,146946,1448,512,1024,0
HP,Gaming,17.3,1,0,Intel ,8,1,1,0,Nvidia,Windows,2.75,74539,1086,128,1024,0
Asus,Notebook,17.3,0,0,Intel ,4,0,1,0,Nvidia,Windows,2.8,28238,905,0,0,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.23,32980,773,0,500,0
Toshiba,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2.2,59620,773,256,0,0
Lenovo,2 in 1 Convertible,11.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.1,69211,1093,256,0,0
Lenovo,Gaming,15.6,1,0,AMD ,16,1,1,0,AMD,Windows,2.5,53227,1087,512,1024,0
Dell,Ultrabook,12.5,0,1,Intel ,8,1,0,0,Intel,Windows,1.36,78439,1091,256,0,0
Lenovo,Notebook,15.6,0,0,Intel ,8,0,1,0,Nvidia,No OS,2.2,36497,1087,0,0,0
Dell,Notebook,17.3,0,0,Intel ,4,0,1,0,AMD,Windows,2.36,35112,905,0,0,0
Acer,Notebook,14,0,0,Intel ,4,0,0,1,Intel,Chrome,1.68,18595,774,0,0,32
HP,Workstation,15.6,1,0,Intel ,8,1,0,0,Nvidia,Windows,2,119827,1087,8,0,0
Dell,Ultrabook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.36,94572,1089,256,0,0
Toshiba,Notebook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,1.2,77789,1090,256,0,0
Asus,2 in 1 Convertible,12.5,0,0,Intel ,8,0,0,1,Intel,Chrome,1.2,61752,1091,0,0,64
Lenovo,Ultrabook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.7,79333,1089,256,0,0
Dell,Gaming,17.3,1,0,Intel ,16,1,1,0,Nvidia,Windows,4.36,168045,2171,512,1024,0
Dell,2 in 1 Convertible,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.24,101179,1090,256,0,0
HP,2 in 1 Convertible,11.6,0,1,Intel ,4,1,0,0,Intel,Windows,1.45,41292,777,256,0,0
Dell,Ultrabook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,1.3,67559,1816,256,0,0
Acer,2 in 1 Convertible,11.6,1,1,Intel ,4,0,0,1,Intel,Chrome,1.25,20726,777,0,0,32
Toshiba,Notebook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,1.2,81785,1090,256,0,0
Lenovo,Ultrabook,12.5,1,0,Intel ,8,1,0,0,Intel,Windows,1.36,93773,1091,256,0,0
Acer,Notebook,15.6,0,0,Intel ,12,1,1,0,Nvidia,Windows,2.4,53760,1087,128,1024,0
Toshiba,Ultrabook,12.5,0,1,Intel ,8,1,0,0,Intel,Windows,1.1,95371,1091,512,0,0
HP,Notebook,15.6,0,0,Intel ,8,0,1,0,Nvidia,Windows,2.04,45102,773,0,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,Linux,2.25,24808,773,0,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,1.9,43956,773,0,500,0
HP,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.04,36497,1087,0,500,0
Dell,Gaming,17.3,1,0,Intel ,32,1,1,0,Nvidia,Windows,4.42,167779,1086,256,1024,0
Lenovo,Notebook,15.6,0,0,Intel ,6,1,0,0,Nvidia,Windows,2.4,37030,1087,256,0,0
Dell,2 in 1 Convertible,13.3,0,1,Intel ,16,1,0,0,Intel,Windows,1.22,101179,1816,512,0,0
Dell,Ultrabook,14,0,1,Intel ,8,1,0,0,Intel,Windows,1.5,104588,1452,256,0,0
Dell,Gaming,17.3,0,0,Intel ,32,1,1,0,Nvidia,Windows,4.42,149184,1086,256,1024,0
Toshiba,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.95,62870,1089,256,0,0
Asus,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.73,109219,1086,256,1024,0
HP,Notebook,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,2.04,52161,1087,128,1024,0
Lenovo,Notebook,14,0,0,Intel ,4,0,0,1,Intel,Windows,1.7,53387,774,0,0,508
Asus,2 in 1 Convertible,15.6,0,1,Intel ,16,1,1,0,Nvidia,Windows,2.3,95851,2174,512,2048,0
HP,Notebook,15.6,0,0,Intel ,6,0,1,0,Intel,Windows,2.04,30849,773,0,0,0
Asus,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.99,93187,1086,256,1024,0
Dell,2 in 1 Convertible,15.6,1,1,Intel ,12,1,0,0,Intel,Windows,2.19,69211,1087,512,0,0
Toshiba,Notebook,13.3,0,0,Intel ,4,1,0,0,Intel,Windows,1.2,63670,1090,128,0,0
Lenovo,Notebook,15.6,0,0,AMD ,6,1,0,0,AMD,Windows,2.2,29251,1087,256,0,0
Fujitsu,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,2.3,34579,773,256,0,0
Toshiba,Notebook,14,0,0,Intel ,4,0,1,0,Intel,Windows,1.75,48751,774,0,500,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,Windows,2.25,31915,773,0,500,0
HP,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Windows,2.04,42944,1087,0,0,0
Lenovo,Gaming,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,2.5,63350,1087,128,1024,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,AMD,Windows,2.36,39907,773,0,0,0
Dell,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.6,59620,1089,128,0,0
HP,Netbook,12.5,0,0,Intel ,8,1,0,0,Intel,Windows,0.97,101658,1091,512,0,0
HP,Notebook,15.6,0,0,Intel ,4,1,1,0,AMD,Windows,2.1,26587,1087,128,1024,0
Lenovo,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,No OS,1.9,14419,773,128,0,0
Lenovo,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2.3,71875,1087,256,0,0
Dell,2 in 1 Convertible,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.68,47366,1090,256,0,0
Asus,Notebook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,1.4,61272,1816,256,0,0
HP,Ultrabook,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.11,71875,1090,256,0,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.4,20246,773,0,500,0
